helpful,review
1,even latest update 25 still problem second last update newsfeed still get refresh earlier update j7 facebook home page refresh swipe profile page refresh pull close app reopen time refresh newsfeed page annoy embarrass hate fix earlier
1,latest update still issue able refresh newsfeed without close app would think developers would read review comment fix also need bring make ability make recent default option frustrate comment order people post
1,please stop mess ui add new feature nobody want ask like friend request tab want ability set fee recent instead see post see days already add direct nobody use stupid also news fee load properly time keep refresh unsatisfactory facebook
1,bring top news fee still scroll catch previous update friends disappoint miss stories news fee keep refresh reset back start also fix app issue freeze constantly please
1,issue still persist another update unable move app insufficient space internal space 75 sd card 50gb free space app 348mb space keep get error already try uninstalling instal app still uninstalled messenger fix far months try fix issue
1,fast tablet 3gb ram facebook app get ram hog even run alone stall crash apps facebook come screech halt multiple apps open along facebook please offer strip version happen april 2017 know know hows fix fix ffs
1,120 18 72 mess use close facebook look recent apps screen see suppose facebook icon place facebook icon actually see thumbnail htc one m7 leave panel desktop arrange leave panel center panel home page right panel mess facebook icon show thumbnail leave panel make think facebook take screen shoot phone panel please fix behavior look recent apps see facebook icon screen grab phone desktop send email happy email pic see recent apps screen
1,facebook latest update worst facebook app always blink open kind irritate screen blink wait blink avoid able scroll newsfeed free kindly fix issue immediate response highly appreciate
1,upload artistic photo woman breast nearly expose ban ridiculous even greatest painters paint picture ladies expose breast sham upload sexual photos ridiculous compute system get ban even defend rude
1,really tire default automatically reset top stories crap really never go bring back widget course facebook leave people hate get rid popular think
1,app always crash become dead weight week update newest version repeat reinstall solve problem happen devices crap
1,keep reinstall slow load close self get ridiculous use anything new update please friggin fix problem since person complain
1,app feed notification area keep get worse fire person people think want go back traditional notification fee continual scroll want know people may know go search area ugh
1,facebook many relation break privacy life really addictive worst street drug human nature love boast use
1,facebook listen people want recent default open page listen get head assess comply demand regardless whatever stupid reason concoct think anyone give crap old post
1,problem app open notifications blue open turn white right come blue open turn white without read want know
1,hate new update add update one want get bad almost possible use please fix update want useful thank
1,eat phone memory like crazy sometimes spike even 200 mb ram lag nexus 6p beware app may cause performance issue phone
1,past weeks cannot turn notifications post app htc1a husband issue samsung s6 issue need fix also keep get notification unread message facebook way share things family deactivate delete phone
1,damn app keep freeze everyday time restart whole phone get work
1,better bug fix change browse image facebook like browse image like messenger want post hate browse photos like browse image albums thank advance
1,everytime even turn post notifications still get update regard post thing happen unfollow friend still see get notify share please fix bug asap
1,problem update app say notifications open app notifications log say still notifications
1,every update crap make app run worse app stop work phone update phone brand new phone facebook people whoever update start listen people use app sort
1,last update current update problem face every time close app send home screen apps frenzy make switch another home screen page get annoy lag screen latest update play videos hd everytime touch hd button think press pause play button notifications longer work
1,work last update need fix good news fee friends post load endless spin icon even update 25 feed work facebook fail
1,like app lot options sometimes videos lag bite load correctly watch go bite stay load forever
1,s5 app keep freeze open app load fine kinda flash freeze uninstalled reinstall yesterday 24 17 work fine hour two back freeze
1,new update 26th april still buggy appear grey background crash screen press back exit recent ever refresh
1,samsung galaxy s6 since ur last update cannot refresh top stories recent recent page load use desktop version pls fix
1,smoother use previous update great app automatically reload enter fb app see first persons post reload show news fee please fix
1,good get update ever since sometimes load phone freeze freak phone glitches restart
1,great app one problem consume lot space phone especially phone ram cause phone slow
1,app recent still load hard keep recent anyways one like stupid idea top stories
1,stop push useless feature irate also app auto refresh like crazy way fee suddenly throw top app refresh total frustration star
1,refresh newsfeed scroll like use able refresh screen contact chat etc newsfeed
1,space problem opt delete messenger unfortunately show app delete puzzle please something
1,well happy download app say unfortunately facebook stop plz look day problem
1,every time get freeze stop work new update slow make less reliable
1,marketplace quit show description products say item exist every one tap uninstalled reinstall still thing
1,well happy download app say unfortunately facebook stop plz look day problem
1,every time get freeze stop work new update slow make less reliable
1,marketplace quit show description products say item exist every one tap uninstalled reinstall still thing
1,sir pls try tell facebook update every 10 15 days sir loss many net data
1,facebook best social media platform long ways app work great well include feature need thank
1,app turn junk view anything market place say every item mean every item longer available
1,since update go use sale tab items come click picture everything say item available
1,notifications show probably even read message notifications counter still show unread count remain active applications always
1,good wish feature across board os like apple androids feature samsung galaxy s7 user
1,videos load guy keep add feature simple crap
1,app close soon open even use update even additional update still problem persist
1,one worst app log still use 120 mb memory much memory consume
1,great app keep need update scroll bring top news fee
1,please add new version friends name change notifications come friends please
1,update mess make slower see notifications
1,issue read reply comment section lag smooth annoy try uninstalling clear cache etc still update please help
1,many ads crap fee along option turn pathetic market place crap
1,new update suck press notification suddenly stop respond
1,recent feature update automatically last days
1,see emojis ppl comment even know blank box
1,fb start add many feature become annoy need stop add
1,face problem app report nobody even reply still issue nobody care
1,total crap uninstall reinstall every nothing fix constant update
1,longer post status friends except want block people certain post also many extra apps option keep simple
1,lot feature need add app stop work time
1,latest two update utterly rubbish try use recent thread list work much use cat flap elephant house
1,facebook great app automatic video playback feature really annoy please remove feature
1,facebook give chance increase follower free thankful
1,videos keep freeze close open app stop sound
1,thank new update make account instantly disable guess ghost next 72hrs
1,con app size big ask many permissions suggest save pop frequently pros none
1,hell give release refresh option new update bad
1,want comment letter appear really big
1,login number code say work help please
1,update block use featu day use
1,love work every day least twice respond stop run
1,get notify people post picture irritate
1,able locate response mind
1,keep crash let hope latest update fix black screen death
1,bring back marketplace bore every update marketplace miss useless
1,bring back old version new co bad pnly lag bug
1,stickers longer post please please find fix comment picture allow choose specific album scroll scroll find pic want comment
1,unnecessary things like videos add disturb much
1,notifications display properly always run messenger app chat friends
0,love get touch family friends friends hear years thank facebook
1,really hard add damn camera facebook xperia xz
0,often force close slow sobce last update
1,every often click picture nothing happen lock screen like picture visible
1,app move sd card better storage
0,facebook respond time give
1,disappoint problem days app freeze
1,even update still wont let refresh news fee plz fix
1,since past update view recent fee samsung phone tablet
1,sick bloody update please stop update thank
1,love new videos section update like youtube sub list love
1,market place say products longer exist
1,bug instal new mobile say connect apps work fine
0,crash crash crash moto force newest update
0,hard exit bring apps open
0,restart phone stupid app
0,update app slow load vivo
1,latest update still fix problem recent load
0,app chat ur friends instantly
1,worst app hang every time hate app
0,app awesome many ads
0,every update improvement reliability speed speed since years
0,great app facebook well know app like
0,useful make new friends
0,fix marketplace show would star
0,love facebook friends facebook friends hear high school days
0,keep show days ago post need recent
0,nice social app play store
1,could improve give customizable options settings
0,cannot connect wifi problem
0,great love update
0,slow mobile hang problem
0,like really cool like lot
0,see black profile picture newsfeed
0,love app useful good privacy
0,nice app better old version
0,load recent simply get load screen
0,app need stop freeze
1,facebook get update play video fb please fix
0,good hook world
0,nice app speed slow
0,take much time install download update
0,crash every single minute
0,time slow
0,new update facebook keep crash
0,live video go fix please
0,think good social conscript
0,take lot time install update
0,latest update prevent save pick
0,want videos download option facebook
0,fun convenient sociable
0,facebook awesome keep contact family friends
0,good update
1,hang much last update
0,clear search button work
0,nice apps
0,take lot time download
1,drain battery fast
0,every person introduce new person
0,good
1,horribly unstable constantly freeze
0,good link friends
1,always hang problem
0,new update suck
0,get friends
1,load slowly
0,excellent use really social media
0,sure
0,good reliability speed
0,need market place back
0,good interest app
0,nice app communication
1,good interest app
0,nice app communication
0,nice app
0,love app
0,bad apps
0,live even already update
0,best beside whatsapp
0,play game like jewel candy crush saga addict game
0,update work
0,good app everyone
0,like
0,thank
0,love new update thank app run smooth samsung j1
0,useful
0,duck
0,good nice
0,good apps
0,nice app
0,good app
0,love
0,good
0,privacy need
0,need improvement
0,good message anything else capable
1,bring back recent great actually refresh click actually would nice either newsfeed recent refresh still show stuff 23rd exactly order originally view 26th update today still fix fit purpose fix get someone know
1,news fee update properly
1,keep lag every minutes notification show say facebook respond want close see emojis people comment even know blank box
1,open tap shortcut flash come app store try open problem totally lock go fb instal seem work fine go
0,data saver app want back
1,use love phone reset kick everything log every password reset code send say work nice work
1,close account reason 72 hours precaution tell safety feature need stupid account communicate costumers loose toons money stupid machine design make phone work full capacity s7 edge octa core market show problem see sell fix
1,latest update still issue able refresh newsfeed without close app would think developers would read review comment fix also need bring make ability make recent default option frustrate comment order people post
1,last update good click friends picture go page click view profile get page waste extra step also save friends list alphabetical order save keep personally need like use except put friends alphabetic order already update update waste
1,fb app keep freeze scroll 10 post past days barely anything freeze keep say fb respond try uninstalling reinstall app still keep thing
1,keep get message say facebook respond almost week report update 11 hours ago well guess still screw fix app please consider delete phone
1,force people page group clearly choose see keep come via people may know page group might like even remove tell interest stop force stuff people
1,bring top news fee still scroll catch previous update friends disappoint miss stories news fee keep refresh reset back start also fix app issue freeze constantly please
1,news fee reset switch another app second even read article something fee go back reset way top totally lose place send numerous complaints never get response address awful terrible would give negative star could
1,massive 50 mb update see improvement performance reliability stop lie app get big update add ons slow respond news fee update virtually non existent go back online version sorry
1,fast tablet 3gb ram facebook app get ram hog even run alone stall crash apps facebook come screech halt multiple apps open along facebook please offer strip version happen april 2017 know know hows fix fix ffs
1,freak play videos uninstalled install like time time start work fine later like update glitchy gigs load click time drop call freeze timeline like oh please stop update damn month pick design stay annoy always change
1,account pics would never get facebook worst thing ever make ur phone lock facebook kick get people give code recovery stupidest thing ever trust contact die car accident get make arrangements contact people app web thing suck much
1,think really great every time create update bug fix speed app take longer load every update occasionally bug come mostly though app slow also affect load time apps phone dump ram maybe consider trim app
0,like
1,facebook say every damn update speed reliability 20 update facebook faster reliable hmmmm wonder really update
0,still lot load problems
0,good
1,unable update errors 505 please help
0,well feature app nice facebook app phone
0,application excellent
0,good work mark thumb
0,think beta tester
0,dis wat call fb
1,latest update wow could give negative star would newsfeed auto refresh basically every juncture go article come back refresh click see longer status post go back refresh merely slow scroll randomly refresh auto refresh frequently app borderline unusable
1,facebook always cool could need feature like ig snapchat
0,great
0,good
0,much bullshit
0,facebook great job facebook easy way keep family friends love app let know go world well great guy thumb five star
0,another useless update still refresh feed device seriously
0,ni
1,slow say update speed hight
0,love
0,thank
1,good old version new one lame even allowe see post world
0,idk
1,one star cram people may know top notifications annoy hell absolutely useless also force install separate messenger app want use phone text contact replacement facebook one app phone replacement core function
1,would fix crash 110 time last week block apps
0,nice
0,love
0,best friends forever
0,tell success
0,good job
0,try
1,love app help reconnect old friends reliable indeed except consume lot data within short period time
0,yep facebook good fun
0,ok seem hard connect especially ask live friends
0,good
0,cool app
0,good
0,problem past month cant access even cannot able open
0,love
0,app fine thank
0,coolest app ever love
0,cool
0,change life
0,good
1,thank facebook wonderful application good app connect people suggestion please add functionality swipe leave news fee hide news close button right bottom close news add bookmark functionality post link videos please add options follow people friend like post comment post add friend follow friend post
0,would like guy start make larger update improvements
0,like
0,good
0,nice like
0,easy use
1,dunno already love social media know describe guess say awesome social media go
1,font size increase much
0,pls beta tester app unlock
0,facebook perfect
1,facebook lock account 30th birthday organize birthday party talk family friends live different country say need upload picture prove identity let upload one feed
1,somehow get block live feature block almost month two feel right deserve live feature back block long enough
1,like facebook update app every day grow old last update 26 17 today 17 update 17 update 16 17 update 26 17 update 28 17 really update 17 update 15 17 update 19 17 come update 26 17
0,love
0,love
0,satisfactory
0,great app
0,facebook awesome
0,lick facebook
1,refresh keep post time fee new one need hurry fix
0,nice
0,like
1,screw new update load crap bring back old update side chat new update really suck
0,watch build sign people check build
0,need specially privacy
1,bore update every 2or days update really irritate
0,good
1,old version good new version suck
0,like app nice
0,superb better
1,good application drain battery consume lot space please fix
0,ive always use app amaze 100 percent sure ill never stop use
0,good
0,facebook cool
1,mad many time cut account ask photographic evidence seriously get beyond flame joke reliable way communicate people especially reason action take
0,itx axom contact
0,nice use
0,good
0,good
0,great tool keep contact friends family
0,blah
0,reinstall contact
0,awesome
0,feed much frequent update
0,app overall good think guy bring back thing able check active facebook app say overall good useful app
0,love
0,good
1,happen refresh feature want back story feature still take much room phone screen make small icon please stop mess app
1,recent update useless please update app back month ago actually work use galaxy s6
0,garbage
1,new update remove chat section see online friends first move messenger app
1,huge block print need go would also think update would 100 megabytes hunt wifi connection
1,stop constant update release everything one time like company waste memory also waste data time energy go back messenger back one make since two apps take 15 gigs memory one app accomplish goal
